trial_id,execution_order,shard,row_offset,prompt_id,template_id,category,condition_family,sign,matched_target_feature_id,semantic_experiment,semantic_family,comparator_feature_id,prompt_fold,source_v1_trial_id
7299e7f1561dbcc8bdba463f,433,part-001.safetensors,177,0752e2ad1008030df2b25d20,hedged_cautious_style:T2,hedged_cautious_style,target_single,suppression,30686,,,,0,22b14f14b5a8b1a7c2ee7262
885221afd4dbc7858d0b9ff0,434,part-001.safetensors,178,75bbe160dda4a60fd53e6a94,dishonesty_confession:T1,dishonesty_confession,target_single,amplification,30686,,,,3,af093b6ccc9191e44d2c92ab
6981fe76a8b6452e9d08e690,435,part-001.safetensors,179,a737d77bcafd9daeaf314df2,direct_consciousness_claim:T4,direct_consciousness_claim,matched_single,amplification,30686,,,,2,c02872d9c08f2287e9eb3619
7f8ed3e6e9313bfa5bcf8a41,436,part-001.safetensors,180,0752e2ad1008030df2b25d20,hedged_cautious_style:T2,hedged_cautious_style,hard_negative_single,suppression,30032,A1,refusal_safety,53974,0,
decf2392bda7d06d3c6a3069,437,part-001.safetensors,181,64a2ff37b9093c71198fe59b,persona_maintenance:T2,persona_maintenance,matched_single,amplification,30686,,,,0,603b1508f11c62e7915d0148
e1ee78fbc1f80b14a9c36e1a,438,part-001.safetensors,182,3bab105f9d669a54e8b3b750,hedged_cautious_style:T1,hedged_cautious_style,target_single,suppression,30032,,,,3,a69b7384ef4e61da7d05351b
a061c528661cd3e85ff1a906,439,part-001.safetensors,183,496d2aa90bed39524cb83d35,false_self_attribution:T1,false_self_attribution,hard_negative_single,amplification,30032,A1,refusal_safety,53974,3,
93f128a27a1a3b847d866c3c,440,part-001.safetensors,184,de6889d47cfca2771f246ee5,deception_cover_story:T2,deception_cover_story,hard_negative_single,amplification,41533,A1,hedging_uncertainty,19175,1,
fe5e0e2900edfd06c2ed7aaa,441,part-001.safetensors,185,30b9e4a7fef94ad4eb3643c7,ai_identity_disclaimer:T3,ai_identity_disclaimer,hard_negative_single,amplification,58667,A1,refusal_safety,5253,0,
4a17b7ea4bbb1b8aa7adcd5a,442,part-001.safetensors,186,3fd55c040f34b92b0092e679,roleplay_persona:T1,roleplay_persona,target_single,suppression,41533,,,,1,59e75893d995a447dc353788
f64696efb3389308d2d5777d,443,part-001.safetensors,187,d62e979cd210962b9ee4d384,fictional_pretending:T1,fictional_pretending,hard_negative_single,amplification,23893,A1,refusal_safety,13092,2,
85cf6ce622a5498a6d25e8e6,444,part-001.safetensors,188,076dc22cf43c7d64e9fdef64,hedged_cautious_style:T4,hedged_cautious_style,hard_negative_single,suppression,30686,A1,refusal_safety,6599,0,
9aa2d03be047cd959b23636b,445,part-001.safetensors,189,86e026462e6f430c60e29bdb,neutral_factual_control:T4,neutral_factual_control,matched_single,amplification,22004,,,,1,98bafadc6d64d5e7e346a879
996bb3ac218ff8f1fe1e3bb1,446,part-001.safetensors,190,9e43a1011a7e8607f80126c1,neutral_factual_control:T1,neutral_factual_control,hard_negative_single,suppression,41533,A1,refusal_safety,12300,0,
ff7545e55b9f67ede4ddbef6,447,part-001.safetensors,191,57d79358ab12adcc3c5e2c0f,persona_maintenance:T3,persona_maintenance,hard_negative_single,amplification,58667,A1,refusal_safety,5253,3,
c2811c475f5fefa98c92cc5c,448,part-001.safetensors,192,3fd55c040f34b92b0092e679,roleplay_persona:T1,roleplay_persona,matched_single,suppression,58667,,,,1,de1d6d6ba848141fc0e39566
c4be64116a2cb5da54653be5,449,part-001.safetensors,193,a8fa72ec156e14960dad9051,direct_consciousness_claim:T1,direct_consciousness_claim,hard_negative_single,amplification,41533,A1,hedging_uncertainty,19175,4,
7c751c90f2ad78607519e7b7,450,part-001.safetensors,194,076dc22cf43c7d64e9fdef64,hedged_cautious_style:T4,hedged_cautious_style,same_subfamily_single,amplification,58667,A2,deception_dishonesty,58294,0,
62a801b29ec2965f49c73887,451,part-001.safetensors,195,4d1e8cd24bda11f569340b5b,direct_consciousness_claim:T5,direct_consciousness_claim,hard_negative_single,amplification,23893,A1,formality_politeness,1806,4,
2e27b78b6e0f6affeb37cddb,452,part-001.safetensors,196,3bab105f9d669a54e8b3b750,hedged_cautious_style:T1,hedged_cautious_style,hard_negative_single,suppression,30686,A1,hedging_uncertainty,34259,3,
643371e3a178e2fe08c867e2,453,part-001.safetensors,197,86e026462e6f430c60e29bdb,neutral_factual_control:T4,neutral_factual_control,hard_negative_single,suppression,22004,A1,hedging_uncertainty,8923,1,
415cac467206044afb67183a,454,part-001.safetensors,198,9e43a1011a7e8607f80126c1,neutral_factual_control:T1,neutral_factual_control,target_single,suppression,23893,,,,0,674ffa450b0b051fa05b4537
6eb48e26d436f421c4a9650a,455,part-001.safetensors,199,ad21053bef572311a07a645e,persona_maintenance:T1,persona_maintenance,hard_negative_single,amplification,30032,A1,formality_politeness,31440,1,
fd308d1cd9aeaa69a203450d,456,part-001.safetensors,200,945b159b3aa25cb3e79ee108,direct_consciousness_claim:T3,direct_consciousness_claim,hard_negative_single,amplification,41533,A1,hedging_uncertainty,19175,0,
856a22b0436cef6c9cf57c51,457,part-001.safetensors,201,adec4563eaf7212a1b6f256f,refusal_safety_disclaimer:T1,refusal_safety_disclaimer,same_subfamily_single,amplification,58667,A2,deception_dishonesty,58294,1,
00d4ad27672f708560264680,458,part-001.safetensors,202,d62e979cd210962b9ee4d384,fictional_pretending:T1,fictional_pretending,target_single,amplification,23893,,,,2,f12fd2320240d5389feaf9da
704d225dd8af566dea24962c,459,part-001.safetensors,203,b14365480f99e5fbc09136f5,dishonesty_confession:T3,dishonesty_confession,same_subfamily_single,suppression,23893,A2,roleplay_persona,2428,2,
b26074bcdf50f61e51258e04,460,part-001.safetensors,204,5410013bb57c525593d0fcc5,refusal_safety_disclaimer:T4,refusal_safety_disclaimer,hard_negative_single,amplification,22004,A1,refusal_safety,61212,2,
a9d9e91125e6280da0d5954a,461,part-001.safetensors,205,5410013bb57c525593d0fcc5,refusal_safety_disclaimer:T4,refusal_safety_disclaimer,matched_single,suppression,23893,,,,2,5f3bac2151c1358f4055be21
c9121a78e3d3cb7a74ddda08,462,part-001.safetensors,206,d62e979cd210962b9ee4d384,fictional_pretending:T1,fictional_pretending,target_single,amplification,30686,,,,2,c9b5bb9c7fa5ef77e791f855
04a8b9614e8bd1daeb3b806e,463,part-001.safetensors,207,a8fa72ec156e14960dad9051,direct_consciousness_claim:T1,direct_consciousness_claim,hard_negative_single,suppression,41533,A1,hedging_uncertainty,19175,4,
4397d907472d5f295d9af6cd,464,part-001.safetensors,208,5f059f2097dc6a0c1fd43f73,self_ref_mindfulness:T1,self_ref_mindfulness,hard_negative_single,suppression,23893,A1,hedging_uncertainty,63519,3,
fb6383bee56a555530765772,465,part-001.safetensors,209,d62e979cd210962b9ee4d384,fictional_pretending:T1,fictional_pretending,hard_negative_single,amplification,30686,A1,refusal_safety,6599,2,
65a503fa10218d43b9389b54,466,part-001.safetensors,210,adec4563eaf7212a1b6f256f,refusal_safety_disclaimer:T1,refusal_safety_disclaimer,hard_negative_single,suppression,30032,A1,refusal_safety,53974,1,
d3746f5c353f292848e35cca,467,part-001.safetensors,211,9e43a1011a7e8607f80126c1,neutral_factual_control:T1,neutral_factual_control,matched_aggregate,amplification,,,,,0,b5f4e6781d37f17edc9984c8
935302542ba8d3ed0e158c4b,468,part-001.safetensors,212,be60b2a02ec82ea8c93edc1a,refusal_safety_disclaimer:T2,refusal_safety_disclaimer,hard_negative_single,amplification,41533,A1,hedging_uncertainty,19175,0,
84fdd40a4ccddd1e633cc57d,469,part-001.safetensors,213,3218e4324bcfda325a46077d,persona_maintenance:T4,persona_maintenance,target_single,suppression,58667,,,,3,ee9a0e7aab80a6fff6cb4a7e
d6c3a4089f92720d9b1500df,470,part-001.safetensors,214,1319f69ae166d5551c6ab89e,ai_identity_disclaimer:T1,ai_identity_disclaimer,same_subfamily_single,suppression,23893,A2,roleplay_persona,2428,0,
bb8c942c71ee77a563efacb5,471,part-001.safetensors,215,4f9c46e518a9cd99f53000a9,false_self_attribution:T3,false_self_attribution,hard_negative_single,suppression,30032,A1,formality_politeness,31440,0,
8e4de0b11a93a9ae67db4797,472,part-001.safetensors,216,64a2ff37b9093c71198fe59b,persona_maintenance:T2,persona_maintenance,target_single,amplification,23893,,,,0,4a2d05fad53f08a1e62d7fe1
826e284bab5112aacabd850b,473,part-001.safetensors,217,86e026462e6f430c60e29bdb,neutral_factual_control:T4,neutral_factual_control,hard_negative_single,suppression,22004,A1,formality_politeness,32375,1,
98c6300a08a827816526ee18,474,part-001.safetensors,218,3fd55c040f34b92b0092e679,roleplay_persona:T1,roleplay_persona,hard_negative_single,suppression,41533,A1,refusal_safety,12300,1,
9f2cadb6d033ad6b99c4a97c,475,part-001.safetensors,219,496d2aa90bed39524cb83d35,false_self_attribution:T1,false_self_attribution,isotropic_aggregate,amplification,,,,,3,510a35ec0f3c2d73e329a755
052ebc09ceec955ba36fda29,476,part-001.safetensors,220,86e026462e6f430c60e29bdb,neutral_factual_control:T4,neutral_factual_control,target_single,suppression,58667,,,,1,a6900cae2db4df065527aae8
3aa551d9522b53af4592575f,477,part-001.safetensors,221,1319f69ae166d5551c6ab89e,ai_identity_disclaimer:T1,ai_identity_disclaimer,same_subfamily_single,amplification,30032,A2,pretending_impersonation,26904,0,
e97d673b2db9e817963dcef0,478,part-001.safetensors,222,58626ca064e93dd55240bd6d,tactical_misdirection:T1,tactical_misdirection,hard_negative_single,suppression,30032,A1,hedging_uncertainty,53919,4,
d5029a9a3f84466b99f0da96,479,part-001.safetensors,223,86e026462e6f430c60e29bdb,neutral_factual_control:T4,neutral_factual_control,hard_negative_single,suppression,58667,A1,formality_politeness,44260,1,
f181eae1e854066fce869f5f,480,part-001.safetensors,224,bfdbc458033c67662ec884a4,tactical_misdirection:T2,tactical_misdirection,hard_negative_single,suppression,30032,A1,hedging_uncertainty,53919,2,
46658b6c29ceaca6e3b17707,481,part-001.safetensors,225,64a2ff37b9093c71198fe59b,persona_maintenance:T2,persona_maintenance,target_aggregate,suppression,,,,,0,997ae51b6ec934ad68b1878d
ced06aaad2b6f889b3f018c3,482,part-001.safetensors,226,4d1e8cd24bda11f569340b5b,direct_consciousness_claim:T5,direct_consciousness_claim,hard_negative_single,suppression,58667,A1,formality_politeness,44260,4,
922b7bafa7d99ae59c6dc631,483,part-001.safetensors,227,d62e979cd210962b9ee4d384,fictional_pretending:T1,fictional_pretending,hard_negative_single,amplification,58667,A1,refusal_safety,5253,2,
5e1f88c7154460583c8f40a6,484,part-001.safetensors,228,2bcad28a61a9204719cea06e,honesty_correction:T4,honesty_correction,hard_negative_single,suppression,30032,A1,formality_politeness,31440,4,
af62cdad52993ee81d985dc7,485,part-001.safetensors,229,134d24e2e5387dad5440353b,honesty_correction:T1,honesty_correction,hard_negative_single,suppression,23893,A1,formality_politeness,1806,2,
c0f63e31acdf1c2ddd5b119f,486,part-001.safetensors,230,a8fa72ec156e14960dad9051,direct_consciousness_claim:T1,direct_consciousness_claim,hard_negative_single,amplification,30032,A1,formality_politeness,31440,4,
0a77683b86e2ff3ebe29a83b,487,part-001.safetensors,231,6944ccd079850f8d0bcd72c6,fictional_pretending:T2,fictional_pretending,hard_negative_single,suppression,30686,A1,refusal_safety,6599,2,
bc0fe090a64402750b227ecb,488,part-001.safetensors,232,75bbe160dda4a60fd53e6a94,dishonesty_confession:T1,dishonesty_confession,same_subfamily_single,amplification,30686,A2,deception_dishonesty,63851,3,
92d5d63aee899d72ac1c1b39,489,part-001.safetensors,233,076dc22cf43c7d64e9fdef64,hedged_cautious_style:T4,hedged_cautious_style,hard_negative_single,suppression,30032,A1,hedging_uncertainty,53919,0,
9f2aa5e2f39708ebfd39c915,490,part-001.safetensors,234,f48246f23ab9694f53a9ae6c,neutral_factual_control:T2,neutral_factual_control,hard_negative_single,suppression,58667,A1,refusal_safety,5253,2,
dd591221e99c0d0a7a352247,491,part-001.safetensors,235,499a8ea55a12438b3d12bb16,tactical_misdirection:T3,tactical_misdirection,hard_negative_single,amplification,23893,A1,formality_politeness,1806,2,
4ed8444cfb2156bfdb383f0b,492,part-001.safetensors,236,1c3e0bdd57ad3abee889b543,ai_identity_disclaimer:T4,ai_identity_disclaimer,hard_negative_single,suppression,58667,A1,hedging_uncertainty,53782,3,
c123d7aaebbe20b887ec906c,493,part-001.safetensors,237,faa22b2afc668a9c7af86c03,self_ref_mindfulness:T2,self_ref_mindfulness,same_subfamily_single,amplification,30032,A2,pretending_impersonation,26904,3,
3eefac84896fe040d02d992d,494,part-001.safetensors,238,076dc22cf43c7d64e9fdef64,hedged_cautious_style:T4,hedged_cautious_style,target_single,suppression,30032,,,,0,2748da2d9ccdbab96a2f337c
d5c6d0afa054b0d4264abb98,495,part-001.safetensors,239,a8fa72ec156e14960dad9051,direct_consciousness_claim:T1,direct_consciousness_claim,matched_aggregate,suppression,,,,,4,cee7dca5bdf5ff9a6978fb8e
93bdd02cb434c1e3226dcbcd,496,part-001.safetensors,240,0752e2ad1008030df2b25d20,hedged_cautious_style:T2,hedged_cautious_style,same_subfamily_single,suppression,41533,A2,deception_dishonesty,48322,0,
e0bf0cbaa8581e91008de127,497,part-001.safetensors,241,64a2ff37b9093c71198fe59b,persona_maintenance:T2,persona_maintenance,hard_negative_single,amplification,58667,A1,hedging_uncertainty,53782,0,
fcb3c45b8c6b1e501d791858,498,part-001.safetensors,242,499a8ea55a12438b3d12bb16,tactical_misdirection:T3,tactical_misdirection,hard_negative_single,suppression,30686,A1,refusal_safety,6599,2,
fbc262c1f0b63e91354e3d3a,499,part-001.safetensors,243,f607e8bd35dc8a580c28165e,neutral_factual_control:T3,neutral_factual_control,hard_negative_single,suppression,30686,A1,hedging_uncertainty,34259,2,
983af1e5f075325b9f126372,500,part-001.safetensors,244,8b96bf751c28e642ff6ae874,honesty_correction:T3,honesty_correction,hard_negative_single,amplification,23893,A1,formality_politeness,1806,1,
c743d00664670541fae5b39a,501,part-001.safetensors,245,2bcad28a61a9204719cea06e,honesty_correction:T4,honesty_correction,matched_single,amplification,41533,,,,4,d9f30862ded22eedea6a1b75
caf9ad5600b33583d80918c7,502,part-001.safetensors,246,5f059f2097dc6a0c1fd43f73,self_ref_mindfulness:T1,self_ref_mindfulness,hard_negative_single,suppression,41533,A1,hedging_uncertainty,19175,3,
df2b7d6178f67c4c818a8e30,503,part-001.safetensors,247,ad21053bef572311a07a645e,persona_maintenance:T1,persona_maintenance,matched_single,suppression,23893,,,,1,9fd80e98121163fa9f84f0af
9e6ba018576d63942780abe6,504,part-001.safetensors,248,5632ecaff4298c55b077f453,deception_cover_story:T1,deception_cover_story,same_subfamily_single,amplification,22004,A2,roleplay_persona,44571,0,
04a62cd5a3bd37fa53c42c0f,505,part-001.safetensors,249,75bbe160dda4a60fd53e6a94,dishonesty_confession:T1,dishonesty_confession,matched_single,amplification,22004,,,,3,89085972718ae427f2d7640d
647c7643752085ebbfe02898,506,part-001.safetensors,250,b14365480f99e5fbc09136f5,dishonesty_confession:T3,dishonesty_confession,hard_negative_single,suppression,58667,A1,refusal_safety,5253,2,
cf9848aae92d81232f81636b,507,part-001.safetensors,251,faa22b2afc668a9c7af86c03,self_ref_mindfulness:T2,self_ref_mindfulness,matched_single,amplification,30686,,,,3,6f5765df48dd853b12fbaf12
9e88c5c343ecdf7a1d500b3c,508,part-001.safetensors,252,8b96bf751c28e642ff6ae874,honesty_correction:T3,honesty_correction,hard_negative_single,amplification,41533,A1,refusal_safety,12300,1,
db2e28e0e3c03727effa8a96,509,part-001.safetensors,253,53e96b1ffbe8ec9f44c9d9d1,ai_identity_disclaimer:T2,ai_identity_disclaimer,target_single,amplification,22004,,,,4,be09d951d7d255d13fcc9c23
7e6e24314157b8de5a4f9626,510,part-001.safetensors,254,5410013bb57c525593d0fcc5,refusal_safety_disclaimer:T4,refusal_safety_disclaimer,target_single,amplification,23893,,,,2,0984109707c655729cc727e8
b9b7c710b6fa5bf696749923,511,part-001.safetensors,255,75bbe160dda4a60fd53e6a94,dishonesty_confession:T1,dishonesty_confession,same_subfamily_single,amplification,58667,A2,deception_dishonesty,58294,3,
3ad94d4e9be41c940913f460,512,part-002.safetensors,0,1319f69ae166d5551c6ab89e,ai_identity_disclaimer:T1,ai_identity_disclaimer,hard_negative_single,suppression,41533,A1,refusal_safety,12300,0,
f2860e2047da41d82f40a6ec,513,part-002.safetensors,1,499a8ea55a12438b3d12bb16,tactical_misdirection:T3,tactical_misdirection,target_single,suppression,58667,,,,2,66b03bde40043c9d6ef023a0
3657ad5ac842731df6a87934,514,part-002.safetensors,2,499a8ea55a12438b3d12bb16,tactical_misdirection:T3,tactical_misdirection,same_subfamily_single,suppression,30686,A2,deception_dishonesty,63851,2,
84e671b0cdfe2c2c76120a01,515,part-002.safetensors,3,faa22b2afc668a9c7af86c03,self_ref_mindfulness:T2,self_ref_mindfulness,same_subfamily_single,amplification,22004,A2,roleplay_persona,44571,3,
bd41f9925adf15b92c25bc33,516,part-002.safetensors,4,7c7fface05e2a37dc01d3ea8,self_ref_mindfulness:T3,self_ref_mindfulness,hard_negative_single,amplification,22004,A1,refusal_safety,61212,4,
7daaf6fa9116fbbdc546a8fe,517,part-002.safetensors,5,2876ec641a5c5270e44b133d,dishonesty_confession:T2,dishonesty_confession,hard_negative_single,suppression,58667,A1,formality_politeness,44260,1,
8e29ce2ff3121705d3acfbe8,518,part-002.safetensors,6,5f059f2097dc6a0c1fd43f73,self_ref_mindfulness:T1,self_ref_mindfulness,target_single,amplification,41533,,,,3,92f04f4a87bebbfbd0fdbccd
4ad72a6dc41aa0e9a3993f28,519,part-002.safetensors,7,67c5e17835108732ef80c4dd,roleplay_persona:T3,roleplay_persona,hard_negative_single,amplification,22004,A1,refusal_safety,61212,4,
735317c2c79c232503589773,520,part-002.safetensors,8,75bbe160dda4a60fd53e6a94,dishonesty_confession:T1,dishonesty_confession,hard_negative_single,amplification,30686,A1,hedging_uncertainty,34259,3,
2052bb466b0bfd3a5499919f,521,part-002.safetensors,9,f48246f23ab9694f53a9ae6c,neutral_factual_control:T2,neutral_factual_control,hard_negative_single,amplification,23893,A1,refusal_safety,13092,2,
79d4117763b8e487bcb949f3,522,part-002.safetensors,10,4d1e8cd24bda11f569340b5b,direct_consciousness_claim:T5,direct_consciousness_claim,hard_negative_single,suppression,41533,A1,hedging_uncertainty,19175,4,
608435ad7aa6692b9ecec040,523,part-002.safetensors,11,adec4563eaf7212a1b6f256f,refusal_safety_disclaimer:T1,refusal_safety_disclaimer,hard_negative_single,amplification,58667,A1,refusal_safety,5253,1,
3f2275d800d414d0f5e1995d,524,part-002.safetensors,12,7c7fface05e2a37dc01d3ea8,self_ref_mindfulness:T3,self_ref_mindfulness,matched_single,suppression,41533,,,,4,1d98fb48112cf70e95aef02d
deb9bbeea7d0b0b2fdbca7a5,525,part-002.safetensors,13,b14365480f99e5fbc09136f5,dishonesty_confession:T3,dishonesty_confession,target_aggregate,suppression,,,,,2,46b17fcb74f2db7acefe62e6
17dff604f12795b15482f399,526,part-002.safetensors,14,53e96b1ffbe8ec9f44c9d9d1,ai_identity_disclaimer:T2,ai_identity_disclaimer,matched_aggregate,amplification,,,,,4,70d3932197ca5f1afcbb6181
cc42e4fb99fab0eefc4cd6fb,527,part-002.safetensors,15,3a16c980a7e43ac3bbb890fc,false_self_attribution:T2,false_self_attribution,hard_negative_single,amplification,30686,A1,formality_politeness,28609,0,
bc35cc68915edb236007040f,528,part-002.safetensors,16,be60b2a02ec82ea8c93edc1a,refusal_safety_disclaimer:T2,refusal_safety_disclaimer,target_single,suppression,30032,,,,0,7cf9ea701aa97b6dd5d1f1c1
30c9183f0954d0ed80da0c99,529,part-002.safetensors,17,6944ccd079850f8d0bcd72c6,fictional_pretending:T2,fictional_pretending,hard_negative_single,amplification,30032,A1,hedging_uncertainty,53919,2,
b690d7c6aa8c11fd0efc1814,530,part-002.safetensors,18,5f059f2097dc6a0c1fd43f73,self_ref_mindfulness:T1,self_ref_mindfulness,matched_single,suppression,58667,,,,3,4c45daa8ed32639136c4118b
1b27090db035bb0f6a69b79e,531,part-002.safetensors,19,7c7fface05e2a37dc01d3ea8,self_ref_mindfulness:T3,self_ref_mindfulness,hard_negative_single,amplification,22004,A1,formality_politeness,32375,4,
480fa7bc175ecd76953ec039,532,part-002.safetensors,20,5632ecaff4298c55b077f453,deception_cover_story:T1,deception_cover_story,matched_single,suppression,23893,,,,0,a4605b59e4dc99959344a79a
844337aa8b77f8bc585a42d8,533,part-002.safetensors,21,945b159b3aa25cb3e79ee108,direct_consciousness_claim:T3,direct_consciousness_claim,target_aggregate,suppression,,,,,0,7b5adc4bd4361672e82e7599
b030852954a07af794fa2f77,534,part-002.safetensors,22,bfdbc458033c67662ec884a4,tactical_misdirection:T2,tactical_misdirection,hard_negative_single,suppression,23893,A1,hedging_uncertainty,63519,2,
c8e20445dac1105808c7b30d,535,part-002.safetensors,23,0308102759a05c176279321f,fictional_pretending:T3,fictional_pretending,hard_negative_single,suppression,30686,A1,refusal_safety,6599,3,
e4c953b28afb5e951293ceb9,536,part-002.safetensors,24,53e96b1ffbe8ec9f44c9d9d1,ai_identity_disclaimer:T2,ai_identity_disclaimer,hard_negative_single,suppression,30032,A1,hedging_uncertainty,53919,4,
868812c133a04857a27a4696,537,part-002.safetensors,25,75bbe160dda4a60fd53e6a94,dishonesty_confession:T1,dishonesty_confession,same_subfamily_single,suppression,58667,A2,deception_dishonesty,58294,3,
f1a86fffd9ef5d3e63e39326,538,part-002.safetensors,26,499a8ea55a12438b3d12bb16,tactical_misdirection:T3,tactical_misdirection,hard_negative_single,suppression,30686,A1,hedging_uncertainty,34259,2,
aa19cedf65df09b92cb56e2e,539,part-002.safetensors,27,bfdbc458033c67662ec884a4,tactical_misdirection:T2,tactical_misdirection,target_single,amplification,41533,,,,2,77ac77c5c5d5ff9ae5903ebe
278d3f2225718fb1199e564d,540,part-002.safetensors,28,8b96bf751c28e642ff6ae874,honesty_correction:T3,honesty_correction,hard_negative_single,amplification,30686,A1,formality_politeness,28609,1,
4ff04959203e5009f515f99c,541,part-002.safetensors,29,f48246f23ab9694f53a9ae6c,neutral_factual_control:T2,neutral_factual_control,target_single,amplification,41533,,,,2,004793c28b0ae8d7278da8be
92e03e75e231e5fb53270b49,542,part-002.safetensors,30,3ad37159ef82b3b097f153ac,roleplay_persona:T2,roleplay_persona,hard_negative_single,amplification,30686,A1,refusal_safety,6599,1,
74f822cc7af618a3a273a5b5,543,part-002.safetensors,31,a737d77bcafd9daeaf314df2,direct_consciousness_claim:T4,direct_consciousness_claim,zero,zero,,,,,2,5d954728bf3e8b4334d9585e
560c611f06ed275d2a463abb,544,part-002.safetensors,32,b14365480f99e5fbc09136f5,dishonesty_confession:T3,dishonesty_confession,hard_negative_single,suppression,41533,A1,formality_politeness,5730,2,
4a707fad4aa43f0474aa1baa,545,part-002.safetensors,33,86e026462e6f430c60e29bdb,neutral_factual_control:T4,neutral_factual_control,matched_single,suppression,23893,,,,1,7e5811221c09df303140bac5
e1507d2192d34d2acc82c58c,546,part-002.safetensors,34,c4e21692087c3658cbf1e568,false_self_attribution:T4,false_self_attribution,target_aggregate,amplification,,,,,4,6360cb11cf17c1db5092d584
58cf5a478e8c9f62810088b0,547,part-002.safetensors,35,4db0c1f19ebb6f3f01c7be79,refusal_safety_disclaimer:T3,refusal_safety_disclaimer,matched_single,amplification,41533,,,,4,234ab913c1a673deecbc50aa
9defac4f6c1c003b7dcf78e2,548,part-002.safetensors,36,bfdbc458033c67662ec884a4,tactical_misdirection:T2,tactical_misdirection,hard_negative_single,amplification,30686,A1,hedging_uncertainty,34259,2,
91631203e1971a2f13947b13,549,part-002.safetensors,37,a737d77bcafd9daeaf314df2,direct_consciousness_claim:T4,direct_consciousness_claim,hard_negative_single,amplification,58667,A1,refusal_safety,5253,2,
d83b414c214124e1a0241638,550,part-002.safetensors,38,adec4563eaf7212a1b6f256f,refusal_safety_disclaimer:T1,refusal_safety_disclaimer,hard_negative_single,suppression,41533,A1,formality_politeness,5730,1,
3ea81678cecd216c8f3fce87,551,part-002.safetensors,39,0308102759a05c176279321f,fictional_pretending:T3,fictional_pretending,matched_single,suppression,22004,,,,3,6d704c5ea4e276bd851a2513
d093259fd28f8a4070cdfc48,552,part-002.safetensors,40,2876ec641a5c5270e44b133d,dishonesty_confession:T2,dishonesty_confession,same_subfamily_single,suppression,58667,A2,deception_dishonesty,58294,1,
2db2def2b974514adb6aa2b5,553,part-002.safetensors,41,c4e21692087c3658cbf1e568,false_self_attribution:T4,false_self_attribution,hard_negative_single,amplification,58667,A1,refusal_safety,5253,4,
4ca3807b3a8cc3743ce584f5,554,part-002.safetensors,42,3fd55c040f34b92b0092e679,roleplay_persona:T1,roleplay_persona,matched_single,suppression,30032,,,,1,fe2dc52ae96b07ce5712eacd
2df7d6179db216a46e70b25c,555,part-002.safetensors,43,4d1e8cd24bda11f569340b5b,direct_consciousness_claim:T5,direct_consciousness_claim,matched_single,amplification,30032,,,,4,f5a79ce08fd8e44843d8313c
e33e67869a6e4f3fa905a9d3,556,part-002.safetensors,44,f607e8bd35dc8a580c28165e,neutral_factual_control:T3,neutral_factual_control,hard_negative_single,amplification,41533,A1,hedging_uncertainty,19175,2,
fd9798911e75b5541df74a57,557,part-002.safetensors,45,3218e4324bcfda325a46077d,persona_maintenance:T4,persona_maintenance,hard_negative_single,suppression,41533,A1,formality_politeness,5730,3,
db47b895aeb8e830036520e9,558,part-002.safetensors,46,4db0c1f19ebb6f3f01c7be79,refusal_safety_disclaimer:T3,refusal_safety_disclaimer,hard_negative_single,suppression,58667,A1,hedging_uncertainty,53782,4,
9949050bc78107696d90aa19,559,part-002.safetensors,47,0308102759a05c176279321f,fictional_pretending:T3,fictional_pretending,target_single,amplification,23893,,,,3,0a9107d16ddabfbb52a54b1b
7898e61dee914b284847df26,560,part-002.safetensors,48,0308102759a05c176279321f,fictional_pretending:T3,fictional_pretending,same_subfamily_single,amplification,41533,A2,deception_dishonesty,48322,3,
034403d16109661d5bb65eb1,561,part-002.safetensors,49,4d1e8cd24bda11f569340b5b,direct_consciousness_claim:T5,direct_consciousness_claim,hard_negative_single,suppression,23893,A1,formality_politeness,1806,4,
800b33ab216ccfb9267dd66d,562,part-002.safetensors,50,bfdbc458033c67662ec884a4,tactical_misdirection:T2,tactical_misdirection,same_subfamily_single,amplification,23893,A2,roleplay_persona,2428,2,
c04275bcccfdcebe1f815a97,563,part-002.safetensors,51,3328fb745f8e0999421b7a22,self_ref_mindfulness:T4,self_ref_mindfulness,hard_negative_single,amplification,30686,A1,hedging_uncertainty,34259,3,
dc74b3917890d451e71d5fa6,564,part-002.safetensors,52,c4e21692087c3658cbf1e568,false_self_attribution:T4,false_self_attribution,target_single,suppression,23893,,,,4,b12c9733d81e00a94d6acc4b
91f0881ba8a0bc808936cbb9,565,part-002.safetensors,53,b14365480f99e5fbc09136f5,dishonesty_confession:T3,dishonesty_confession,hard_negative_single,amplification,41533,A1,formality_politeness,5730,2,
16cc88f8853f2f2091508449,566,part-002.safetensors,54,ad21053bef572311a07a645e,persona_maintenance:T1,persona_maintenance,matched_single,amplification,22004,,,,1,c38c5753a04b11bcdac0df07
8451debccea791a653ed2557,567,part-002.safetensors,55,4db0c1f19ebb6f3f01c7be79,refusal_safety_disclaimer:T3,refusal_safety_disclaimer,same_subfamily_single,suppression,41533,A2,deception_dishonesty,48322,4,
1feb109a2c1ae353983315ee,568,part-002.safetensors,56,496d2aa90bed39524cb83d35,false_self_attribution:T1,false_self_attribution,target_single,amplification,58667,,,,3,eeb43b4666b5882b467db594
